,EquipmentNumber,EquipmentModel,EquipmentMake,compartid,compart,compartsn,oiltypeid,oilgradeid,coolantid,notesos,sampledate,oiladded,oilhours,actual_fluid_hours,meterread,oilchanged,filterchanged,evalcode,Problem Solved,Action Taken,Water,V40,V100,VI,GC Fuel,GC Glycol,Color,S-Color,Colour Desc,Appearance,Oil_contamin,Precip_Amount,Precip_Appear,Precip_Contam,Precip_Contam_Properties,Odor,Foaming,pH Coolant,Cond,MO4 raw,FPoint,Glycol,BP,KF Water,Fe,Cu,Pb,Sn,Cr,Ni,Ti,Al,Si,Na,K,B,Ca,Mg,P ,Zn,Mo,Li,Sb,Ba,Cd,Mn,Ag,V,4u,6u,14u,21u,38u,70u,ISO,Cutting,Sliding,Fatigue,Non Metallic,Fibers,Total Part/ml,NO2,pqL Index,Soot,OXI,NIT,Sulf,AW,FT-IR Glycol,FT-IR Water,Cap Inspect,DamageDelta
212,473.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-06-01,,259.0,259.0,81520.0,False,,A,False,False,Neg,636.8,72.4,193,,,,,,,,,,,,,,,,,,,,,53,0,0,1,0,1,0,1,12,0,0,21,24,0,268,1,0,0,1,0,0,0,0,0,109348,17895,832,64,0,0,24/21/17,254,175,70,975,7265,109348,,7,,32,,,13,,4,,
213,473.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-06-01,,259.0,259.0,81520.0,False,,A,False,False,Neg,653.4,72.03,189,,,,,,,,,,,,,,,,,,,,,48,1,0,0,0,0,0,0,3,0,0,20,26,0,270,1,0,0,0,0,0,0,0,0,261387,55568,297,25,0,0,25/23/15,74,172,80,93,504,261387,,15,,29,,,13,,3,,
214,473.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-06-01,,259.0,259.0,81520.0,False,,A,False,False,Neg,636.7,72.82,194,,,,,,,,,,,,,,,,,,,,,67,2,0,0,0,1,0,0,3,0,0,21,25,0,262,1,0,0,0,0,0,0,0,0,479675,104327,1193,104,3,0,26/24/17,14,175,515,26,9,479675,,54,,30,,,13,,3,,
215,473.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-25,,152.0,152.0,81413.0,False,False,A,False,False,Neg,,15.33,,,,,,,,,,,,,,,,,,,,,,9,0,0,0,0,0,0,2,2,1,1,466,1598,386,1098,1277,92,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,21.0,18,8.0,23.0,24,0.0,16,,
216,473.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-18,,893.0,893.0,81261.0,True,False,A,False,False,Neg,633.4,69.76,184,,,,,,,,,,,,,,,,,,,,,113,3,0,0,0,1,0,0,1,0,0,18,27,0,314,3,0,0,0,0,0,1,0,0,284839,50817,325,27,0,0,25/23/16,25,66,127,10,126,284839,,26,,31,,,14,,0,,
217,473.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-05-18,,893.0,893.0,81261.0,True,False,A,False,False,Neg,607.8,69.39,192,,,,,,,,,,,,,,,,,,,,,191,7,0,1,1,2,0,0,4,0,1,20,25,0,294,3,0,0,0,0,0,1,0,0,1407232,264898,2657,276,13,0,28/25/19,175,803,1331,129,24,1407232,,98,,32,,,13,,1,,
218,473.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-18,,506.0,506.0,81261.0,True,False,A,False,False,Neg,644.2,71.66,191,,,,,,,,,,,,,,,,,,,,,76,0,0,0,1,1,0,1,10,0,0,23,28,0,317,2,0,0,0,0,0,1,0,0,334384,53536,578,59,7,0,26/23/16,12,111,322,31,0,334384,,52,,30,,,13,,0,B1,
219,473.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-18,,893.0,893.0,81261.0,True,False,A,False,False,Neg,648.6,71.43,188,,,,,,,,,,,,,,,,,,,,,49,0,0,0,0,1,0,1,13,0,0,25,29,0,335,2,0,0,0,0,0,0,0,0,96883,16462,187,30,0,0,24/21/15,8,46,123,17,6,96883,,14,,32,,,13,,2,,
220,473.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-18,,1395.0,1395.0,81261.0,True,True,A,False,False,Neg,,6.57,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,2,0,0,1,6,4,2,4,3041,11,850,1029,1,0,0,0,0,0,0,0,1757,245,32,9,0,0,18/15/12,5,15,11,3,0,1757,,0,0.0,5,3.0,13.0,15,0.0,9,,
221,473.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400 LE,15W40,,This sample is contaminated with water.No viscosity test due to excessive water contamination. Fine metal Wear Rate Analysis by ICP of particles less than 10 microns appears acceptable.Total Ferrous Debris (pqL) index appears acceptable.Check for possible sources of water entry.Resample ASAP to determine carry-over from previous oil and to establish a baseline.,2017-05-18,,506.0,506.0,81261.0,True,True,C,False,False,Pos,,-,,,0.06,,,,,,,,,,,,,,,,,,40676.2,15,1,0,1,0,0,0,5,8,9,6,403,1563,372,1069,1297,89,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,55.0,26,19.0,15.0,9,0.0,348,,
222,473.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-07,,282.0,282.0,81037.0,False,,A,False,False,Neg,657.5,72.2,189,,,,,,,,,,,,,,,,,,,,,46,0,0,0,0,1,0,0,8,0,1,21,24,0,264,2,0,0,0,0,0,0,0,0,37748,11342,380,27,0,0,22/21/16,3,37,164,37,0,37748,,13,,31,,,13,,3,,
223,473.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-07,,669.0,669.0,81037.0,False,,A,False,False,Neg,648.4,71.44,188,,,,,,,,,,,,,,,,,,,,,31,0,0,0,0,0,0,0,8,0,1,18,22,0,246,2,0,0,0,0,0,0,0,0,42401,9336,210,37,0,0,23/20/15,7,13,53,93,0,42401,,13,,32,,,13,,3,,
224,473.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-07,,669.0,669.0,81037.0,False,,A,False,False,Neg,644.5,69.67,185,,,,,,,,,,,,,,,,,,,,,83,2,0,0,0,1,0,0,2,0,1,15,23,0,266,2,0,0,0,0,0,1,0,0,219111,40704,274,7,0,0,25/23/15,0,17,130,0,0,219111,,20,,32,,,13,,3,,
225,473.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-05-07,,669.0,669.0,81037.0,False,,A,False,False,Neg,639.1,69.7,186,,,,,,,,,,,,,,,,,,,,,154,5,0,0,0,1,0,0,3,0,1,18,23,0,263,3,0,0,0,0,0,1,0,0,1046162,237027,2670,227,13,0,27/25/19,47,518,1228,37,7,1046162,,59,,32,,,13,,3,,
226,473.0,EH5000,EUCLID         ,H,Hydraulic System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-05-07,,1171.0,1171.0,81037.0,False,,A,False,False,Neg,,6.67,,,,,,,,,,,,,,,,,,,,,,1,0,3,0,0,0,0,1,6,0,0,3,3245,9,861,1066,1,0,0,0,0,0,0,0,6885,2668,380,92,11,0,20/19/16,20,11,92,77,0,6885,,0,0.0,5,3.0,14.0,16,0.0,11,,
227,473.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-05-07,,669.0,669.0,81037.0,False,,A,False,False,Neg,,6.71,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,1,6,0,0,4,3181,11,843,1032,1,0,0,0,0,0,0,0,6050,2115,97,31,3,0,20/18/14,3,1,35,35,1,6050,,5,0.0,6,3.0,13.0,16,0.0,11,,
228,473.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-05-07,,282.0,282.0,81037.0,False,,A,False,False,Neg,,15.54,,,,,,,,,,,,,,,,,,,,,,12,1,0,0,0,0,0,3,2,2,2,458,1593,405,1121,1328,100,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,36.0,20,9.0,23.0,23,0.0,15,,
229,473.0,EH5000,EUCLID         ,HYBE,Hydraulic System Before,,CHEVRON HD,10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination increase from previous sample. Resample ASAP to verify these results prior to any additional corrective action.,2017-04-20,,14166.0,14166.0,80755.0,False,False,C,False,False,Neg,,6.64,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,9,0,0,2,3183,9,848,1034,1,0,1,0,0,0,0,0,15334,5936,172,34,8,0,21/20/15,9,12,51,41,3,15334,,6,0.0,6,3.0,13.0,15,0.0,10,,
230,473.0,EH5000,EUCLID         ,HYAF,Hydraulic System After,,CHEVRON HD,10WT,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. Particle count indicates acceptable particulate contamination. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-04-20,,80755.0,80755.0,80755.0,False,True,A,False,False,Neg,,6.62,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,8,0,1,3,3105,10,856,1025,1,0,1,0,0,0,0,0,8553,3333,71,17,3,3,20/19/13,6,5,14,29,0,8553,,7,0.0,5,3.0,13.0,15,0.0,3,,
231,473.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates continued high particulate contamination. If applicable; inspect filter(s) for visual and microscopic metal debris as a precaution. Larger wear particles; if present; may be contained in the filter. Consider ultra-high efficiency filter elements OR kidney loop filtration to reduce particulate contamination for maximum component life. Target is ISO 18/15. Resample after 50 hours to monitor closely for increasing particulate contamination.,2017-04-20,,387.0,387.0,80755.0,False,False,C,False,False,Neg,,6.63,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,9,0,1,2,3174,9,850,1032,1,0,1,0,0,0,0,0,23613,8339,458,145,23,3,22/20/16,26,21,148,151,0,23613,,7,0.0,6,3.0,13.0,15,0.0,9,,
232,473.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-04-20,,387.0,387.0,80755.0,True,True,A,False,False,Neg,,15.77,,,,,,,,,,,,,,,,,,,,,,13,1,0,0,0,0,0,3,2,3,1,473,1690,401,1114,1348,95,0,0,0,0,0,0,0,,,,,,,,,,,,,,,6,37.0,20,9.0,24.0,23,0.0,17,,
233,473.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-20,,387.0,387.0,80755.0,True,False,A,False,False,Neg,635.4,70.91,190,,,,,,,,,,,,,,,,,,,,,40,0,1,0,0,1,0,0,8,1,0,17,21,0,277,1,0,0,0,0,0,0,0,0,28693,5472,359,137,14,3,22/20/16,29,45,65,197,3,28693,,12,,34,,,13,,4,,
234,473.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-20,,387.0,387.0,80755.0,False,False,A,False,False,Neg,639.5,70.56,188,,,,,,,,,,,,,,,,,,,,,47,2,0,0,0,0,0,0,3,0,1,16,24,0,278,1,0,0,0,0,0,0,0,0,125152,24011,733,153,30,0,24/22/17,19,67,262,190,5,125152,,17,,30,,,13,,0,,
235,473.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-20,,387.0,387.0,80755.0,False,False,A,False,False,Neg,641.2,70.68,188,,,,,,,,,,,,,,,,,,,,,70,2,1,0,0,0,0,0,3,0,0,16,22,0,261,1,0,0,0,0,0,0,0,0,264974,51788,1536,273,34,0,25/23/18,27,144,635,278,2,264974,,47,,32,,,13,,4,,
236,473.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-04-11,,331.0,331.0,80699.0,False,,A,False,False,Neg,,15.72,,,,,,,,,,,,,,,,,,,,,,13,1,0,0,0,0,0,4,3,3,2,514,1589,397,1114,1312,101,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,30.0,18,8.0,23.0,23,0.0,15,,
237,473.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-11,,331.0,331.0,80699.0,False,,A,False,False,Neg,642.9,70.7,188,,,,,,,,,,,,,,,,,,,,,48,2,0,0,0,0,0,0,5,0,0,17,35,0,279,4,0,0,0,0,0,0,0,0,113310,26717,174,42,0,0,24/22/15,3,17,65,29,0,113310,,14,,32,,,14,,5,,
238,473.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-11,,331.0,331.0,80699.0,False,,A,False,False,Neg,637.2,70.75,189,,,,,,,,,,,,,,,,,,,,,82,2,0,0,0,1,0,0,6,0,1,18,26,0,283,3,0,0,0,0,0,1,0,0,413691,91338,1164,127,11,0,26/24/17,19,108,427,63,3,413691,,30,,32,,,14,,5,,
239,473.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-11,,331.0,331.0,80699.0,False,,A,False,False,Neg,643.4,71.17,189,,,,,,,,,,,,,,,,,,,,,33,0,0,0,0,0,0,0,12,0,0,19,23,0,293,2,0,0,1,0,0,0,0,0,44747,8900,140,28,3,0,23/20/14,33,51,37,62,26,44747,,13,,36,,,14,,6,,
240,473.0,EH5000,EUCLID         ,S,Steering System,,CHEVRON DELO TORQFORCE (Formerly Drive Train HD),10WT,,Wear Rate Analysis is acceptable for the operating time on the oil. Total Ferrous Debris (pqL) index appears acceptable. Particle count indicates high particulate contamination. If applicable; inspect filter(s) for visual and microscopic metal debris as a precaution. Larger wear particles; if present; may be contained in the filter. Use ultra-high efficiency filter elements OR kidney loop filtration to reduce particulate contamination for maximum component life. Target is ISO 18/15. Resample after 50 hours to monitor closely for increasing particulate contamination.,2017-04-11,,331.0,331.0,80699.0,False,,C,False,False,Neg,,6.82,,,,,,,,,,,,,,,,,,,,,,2,0,0,0,0,0,0,2,11,3,1,18,3116,21,894,1084,3,0,1,0,0,0,0,0,13892,5738,623,220,26,1,21/20/16,31,30,248,195,1,13892,,5,0.0,6,3.0,13.0,16,0.0,11,,
241,473.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-04-11,,331.0,331.0,80699.0,False,,A,False,False,Neg,652.8,70.62,186,,,,,,,,,,,,,,,,,,,,,40,0,0,0,0,1,0,0,11,0,0,19,24,0,287,2,0,0,0,0,0,0,0,0,17553,3893,93,6,0,0,21/19/14,8,5,28,10,0,17553,,12,,34,,,14,,6,,
242,473.0,EH5000,EUCLID         ,E,Engine,,CHEVRON DELO 400 LE,15W40,,Wear Rate; Oil Condition and Total Ferrous Debris (pqL) index are acceptable. No action required. Continue to build a reliable operating trend. Sample again at the next scheduled service interval.,2017-03-24,,502.0,502.0,80368.0,True,True,A,False,False,Neg,,16.08,,,,,,,,,,,,,,,,,,,,,,17,1,0,0,0,0,0,3,2,1,0,429,1699,406,1131,1372,93,0,0,0,0,0,0,0,,,,,,,,,,,,,,,5,46.0,21,10.0,25.0,23,0.0,17,,
243,473.0,EH5000,EUCLID         ,LFW,Left Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-24,,502.0,502.0,80368.0,True,False,A,False,False,Neg,659.3,71.27,186,,,,,,,,,,,,,,,,,,,,,41,0,0,0,0,1,0,1,19,0,1,6,11,0,377,2,0,0,0,0,0,0,0,0,83296,17158,261,32,5,1,24/21/15,6,31,83,25,9,83296,,10,,51,,,16,,5,,
244,473.0,EH5000,EUCLID         ,RFW,Right Front Wheel,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No V100 due to nature of the oil. Viscosity at V40 is acceptable. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval and any time the oil is changed.,2017-03-24,,502.0,502.0,80368.0,True,False,A,False,False,Neg,661.8,-,-,,,,,,,,,,,,,,,,,,,,,49,0,0,0,0,1,0,1,22,0,1,7,12,0,368,3,0,0,0,0,0,0,0,0,67571,14592,169,42,8,0,23/21/15,8,37,45,31,18,67571,,15,,52,,,16,,5,,
245,473.0,EH5000,EUCLID         ,LRF,Left Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-24,,1004.0,1004.0,80368.0,True,False,A,False,False,Neg,670.6,71.89,185,,,,,,,,,,,,,,,,,,,,,99,6,0,0,0,1,0,0,4,0,1,5,5,0,383,2,0,0,0,0,0,1,0,0,234370,51637,468,34,0,0,25/23/16,11,40,178,12,0,234370,,34,,55,,,17,,6,,
246,473.0,EH5000,EUCLID         ,RRF,Right Rear Final Drive,,CHEVRON TEGRA ,ISO 680,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-24,,1004.0,1004.0,80368.0,True,False,A,False,False,Neg,667.3,71.53,185,,,,,,,,,,,,,,,,,,,,,157,4,0,0,0,1,0,0,5,0,1,4,6,1,365,3,0,0,0,0,0,1,0,0,1042190,237659,3907,331,11,0,27/25/19,49,610,1546,17,8,1042190,,118,,56,,,17,,5,,
247,473.0,EH5000,EUCLID         ,HYAF,Hydraulic System After,,CHEVRON HD,10WT,,Wear Rate; Oil Condition and Particle Generated Analysis are acceptable for this sample. No action is required at this time. Please continue to build a reliable operating trend by sampling at the next regular scheduled service interval.,2017-03-24,,80368.0,80368.0,80368.0,False,True,A,False,False,Neg,,6.5,,,,,,,,,,,,,,,,,,,,,,3,0,0,0,0,0,0,1,5,4,2,5,3243,12,928,1109,1,0,0,0,0,0,0,0,3348,1249,49,8,0,0,19/17/13,3,1,3,9,0,3348,,0,0.0,5,3.0,14.0,15,0.0,12,,
